#,Song,Artist,Popularity,BPM,Genres,Parent Genres,Album,Album Date,Time,Dance,Energy,Acoustic,Instrumental,Happy,Speech,Live,Loud,Key,Time Signature,Added At,Spotify Track Id,Album Label,Camelot,"Spotify Track Img","Song Preview"
61,"Don't Take It Too Bad","Townes Van Zandt",40,113,"alternative country, classic texas country, cosmic american, folk, outlaw country, roots rock, singer-songwriter","Country, Folk/Acoustic, Rock","Townes Van Zandt",1969-09,02:54,62,13,82,0,50,0,10,-18,C Major,3,-,2OYrhel5MHLGeTvXU9txqA,"Fat Possum",8B,https://p.scdn.co/mp3-preview/cfe956ee602fcd107e2687813d902059711d52d0?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513c883be3287c02f857e91c06
62,"Dally (feat. GRAY)","HYOLYN,GRAY",60,144,"k-pop, korean r&b, k-rap","Pop, Hip Hop, R&B","Dally (feat. GRAY)",2018-04-23,03:23,67,82,28,0,89,20,20,-3,B Minor,4,-,1JD37Pmj6xJj8dlWHgLG9C,"㈜브리지",10A,https://p.scdn.co/mp3-preview/8787d22e95d76743ae504800a31d6c4628d6a966?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851925c912957ead3d5c0c0e0a2
63,"As Rosas Não Falam","Cartola",57,112,"bossa nova, mpb, samba, samba-enredo, velha guarda","Jazz, Latin","Cartola (1976)",1976-02-06,02:53,78,45,61,5,81,0,0,-11,D Minor,4,-,6J4gdn9L1im9uqzqBLhht6,"Universal Music Ltda.",7A,,https://i.scdn.co/image/ab67616d000048519854c0ddb18055c616154d18
64,"Attention","NewJeans",81,105,"k-pop, k-pop girl group","Pop","NewJeans 1st EP 'New Jeans'",2022-08-01,03:00,81,65,24,0,70,0,0,-4,A#/B♭ Minor,4,-,2pIUpMhHL6L9Z5lnKxJJr9,"ADOR",3A,https://p.scdn.co/mp3-preview/7794e6d9c9f2b8ce10cc7e2564b75e2ca2877f2d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519d28fd01859073a3ae6ea209
65,"Tons e Semitons","Paulinho Nogueira",14,86,"bossa nova, choro, samba, violao, violao classico","Jazz, Latin, Classical","Tons e Semitons",1997-11-01,05:18,40,19,97,95,16,0,10,-19,D Major,4,-,3mczKw7mrn962oSqj9oFDr,"Atração",10B,https://p.scdn.co/mp3-preview/696da956cf5157cebaea89c3b82b57e34889348d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a4e2478807154c7c1be90409
66,"Girl Front","LOOΠΔ / ODD EYE CIRCLE",53,140,"k-pop girl group","Pop","Max & Match",2017-10-31,03:16,72,80,5,0,69,10,20,-4,E Major,4,-,5OnchRw2yAuIAwp2RYLCBa,"BlockBerryCreative",12B,https://p.scdn.co/mp3-preview/c35c6f5630c27bb73a54cbefe99e2980579a279c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851fb3c690920c69107439c2866
67,"Tive Sim","Cartola",56,91,"bossa nova, mpb, samba, samba-enredo, velha guarda","Jazz, Latin","Cartola (1974)",1974-08-16,02:06,73,71,34,0,96,0,30,-9,A Major,4,-,3OvjXyMJKUjoZjHUxsyaOn,"Universal Music Ltda.",11B,,https://i.scdn.co/image/ab67616d00004851d268ed273ecb218724d32c45
68,"I'll Be Here in the Morning","Townes Van Zandt",55,77,"alternative country, classic texas country, cosmic american, folk, outlaw country, roots rock, singer-songwriter","Country, Folk/Acoustic, Rock","Townes Van Zandt",1969-09,03:00,56,17,89,4,64,0,10,-19,E Major,4,-,0HLBLRkkTOlAmjonShicD0,"Fat Possum",12B,https://p.scdn.co/mp3-preview/1625f7fc7eba9da76200dc06e6b959c7efcf1183?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513c883be3287c02f857e91c06
69,"Yellowmarillo // Booker Dewitt","Lord Snow",16,132,"emoviolence, skramz","Metal","Solitude",2013-09-19,02:41,34,97,0,67,26,10,20,-7,C Minor,5,-,5ev2TLlX7VoSE2klydlQlF,"Adagio830",5A,https://p.scdn.co/mp3-preview/247929ab88adeefd967b4198752daad585a3c29c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ed645e7c4efe3a7b53b38a21
70,"Wasted Eyes","Amaarae",63,90,"afro r&b, afrobeats, alternative r&b, ghanaian alternative, ghanaian pop","R&B, World/Traditional, Pop","Fountain Baby",2023-06-09,02:28,78,61,46,1,54,0,10,-7,B Minor,4,-,7dEXXV4xk5OpEdswCWC3GX,"Golden Angel/ Interscope Records",10A,,https://i.scdn.co/image/ab67616d00004851c8ddabbbb56597f7f1fc6828
71,"Disfarça E Chora","Cartola",51,155,"bossa nova, mpb, samba, samba-enredo, velha guarda","Jazz, Latin","Cartola (1974)",1974-08-16,01:59,65,44,59,0,96,0,10,-10,F Major,4,-,157XiTjphw6YlDEvqYBdSg,"Universal Music Ltda.",7B,,https://i.scdn.co/image/ab67616d00004851d268ed273ecb218724d32c45
72,"town","mage tears",48,165,"lo-fi indie","Rock","old songs",2022-01-04,01:13,32,1,92,17,7,0,10,-34,D#/E♭ Major,3,-,2vQpuxsZ6vRzJBjGZZ4Qwm,"mage tears",5B,,https://i.scdn.co/image/ab67616d00004851c6c3f3ee2f532006d00e5e87
73,"The Landing","Duster",59,144,"slowcore","Folk/Acoustic","Stratosphere",1998-02-24,02:43,90,31,89,96,21,0,10,-16,E Major,3,-,2PGa9CHgGDRrDzKkla6IZd,"Numero Group",12B,https://p.scdn.co/mp3-preview/86f5c71a41a7768ea9cf7ffdaadb70690deea678?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048512241587c8ce3d9051f4d4f74
74,"Addict","Tei Shi",9,134,"alternative r&b, art pop, escape room, gauze pop, shimmer psych, spectra, vapor pop","R&B, Pop","La Linda",2019-11-15,03:26,57,38,46,0,42,0,10,-9,C Major,4,-,4cum4GmusV4xLkubMeFkOR,"Diktator Records",8B,https://p.scdn.co/mp3-preview/215106d375dd75c7e8eb6f1e9d9a6e9a70239959?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e955eb123830765770f564c0
75,"O Sol Nascerá (A Sorrir)","Cartola",64,101,"bossa nova, mpb, samba, samba-enredo, velha guarda","Jazz, Latin","Cartola (1974)",1974-08-16,01:35,67,79,35,0,93,0,0,-8,B Minor,4,-,6nJRiVDYAM6qCWhdLeQTMd,"Universal Music Ltda.",10A,,https://i.scdn.co/image/ab67616d00004851d268ed273ecb218724d32c45
76,"Erosion of Everything","Eyelet",25,162,"skramz","Metal","The Devil Shining Out Your Eyes",2020-12-31,01:49,19,98,0,90,11,0,10,-6,C♯/D♭ Major,3,-,21k6i5ALHIMYIq7Ut6zIpZ,"Eyelet",3B,https://p.scdn.co/mp3-preview/129e99c19759f62b023a685acdca0947f7481b95?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048511ac90f4ec72511b9fa3f383c
77,"Love Hurts (with The Fallen Angels) - Live","Gram Parsons,The Fallen Angels",24,72,"alternative country, cosmic american, country rock, folk, folk rock, roots rock, singer-songwriter, ","Country, Rock, Folk/Acoustic","Country Music - A Film by Ken Burns (The Soundtrack) [Deluxe]",2019-09-06,04:44,48,24,59,3,23,0,80,-15,G Major,4,-,33Qw3Gl3PZqs4kqR4VIEqC,"Legacy Recordings",9B,https://p.scdn.co/mp3-preview/8e2fffe037edb134a9a812c3db835675d1b8ff68?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851f435492c0c10abee29079b03
78,"Goin' Home","Dinosaur Jr.",45,139,"alternative rock, lo-fi, noise pop, noise rock, permanent wave, power pop","Rock, Pop","Where You Been",1993-02-09,04:18,52,70,0,13,50,0,10,-9,C Major,4,-,5hiOrulxtOPBELccvQjjK1,"Cherry Red Records",8B,https://p.scdn.co/mp3-preview/e4903245e82704324a43f43d28049947226251b1?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851e01ceb6f3a9751ec5d1391ab
79,"Officially Missing You","Tamia",53,178,"canadian pop, contemporary r&b, hip pop, r&b, urban contemporary","Pop, R&B, Hip Hop","More",2004-00-00,04:02,48,41,25,0,23,0,10,-9,E Minor,4,-,4IFYR5smTnHYCLP82AiDrJ,"Elektra Records",9A,https://p.scdn.co/mp3-preview/072eb0d157bc01745e7434000b9e5f715ce68ff6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485173891035db78b08e4a5deffd
80,"ナツノハナ","JUJU",30,144,"j-pop, japanese r&b","Pop, R&B","Wonderful Life",2007-10-10,05:37,50,59,63,0,19,0,10,-4,G Major,4,-,4z0hsmN4NRcffxOmqZcL2J,"Sony Music Labels Inc.",9B,https://p.scdn.co/mp3-preview/54ba0258451c22d18cc84bfad1fab5552218a409?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cb4f72a35cf392eafd8239d5
81,"黄昏のBAY CITY","Junko Yagami",63,115,"classic city pop, japanese singer-songwriter","Pop","黄昏のBAY CITY",1983-11-21,04:10,78,84,50,0,84,0,30,-5,A Minor,4,-,4wUQvovMEkByMvZNCecZ9v,"Yamaha Music Entertainment Holdings, Inc.",8A,https://p.scdn.co/mp3-preview/c3d7c79f2b3757d611b1e919b09295232fb94262?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517e97491c0ff0be3a0d9a41a2
82,"猫になりたい","Tsuji Ayano",37,106,"anime score, japanese singer-songwriter","Pop","つじベスト",2006-07-05,03:09,87,22,93,0,43,0,0,-13,F Major,4,-,5zm9OKNYSmXtxAafM8c9AT,"Speedstar",7B,https://p.scdn.co/mp3-preview/dbcf5a130294d39a121491c37d643c176fe23a94?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485126a5cbffea759f5d3233243a
83,"Bachianinha No. 1","Paulinho Nogueira",28,146,"bossa nova, choro, samba, violao, violao classico","Jazz, Latin, Classical","Tons e Semitons",1997-11-01,02:59,58,38,92,89,56,0,10,-15,A Minor,4,-,6rsKtjvDbqDvwGPPt26cIp,"Atração",8A,https://p.scdn.co/mp3-preview/35eb01d486d72d36300e58ebddd755d066909dcd?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851a4e2478807154c7c1be90409
84,"Hype Boy","NewJeans",84,100,"k-pop, k-pop girl group","Pop","NewJeans 1st EP 'New Jeans'",2022-08-01,02:59,59,94,27,0,78,20,20,-3,E Minor,4,-,0a4MMyCrzT0En247IhqZbD,"ADOR",9A,https://p.scdn.co/mp3-preview/7c55950057fc446dc2ce59671dff4fa6b3ef52a7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048519d28fd01859073a3ae6ea209
85,"Lungs","Townes Van Zandt",52,101,"alternative country, classic texas country, cosmic american, folk, outlaw country, roots rock, singer-songwriter","Country, Folk/Acoustic, Rock","Townes Van Zandt",1969-09,02:29,62,30,75,0,57,0,0,-17,D Major,4,-,0tBAT5NugCTPG3W5mKpbn4,"Fat Possum",10B,https://p.scdn.co/mp3-preview/2514f374338595a5db38cdc12ec76b7776ce38c7?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048513c883be3287c02f857e91c06
86,"No More Like That","Eiafuawn",63,100,"dream pop, lo-fi indie","Pop, Rock","Birds In The Ground",2006-00-00,02:05,83,43,52,92,87,0,10,-12,G Major,4,-,7K3mac0IqCjLGmbZ47jOf9,"Numero Group",9B,https://p.scdn.co/mp3-preview/983cf7759f457f9a480dd469f55323678e0cb994?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851def1f81a957f814f915ae082
87,"pretty satan","mage tears",45,105,"lo-fi indie","Rock","old songs",2022-01-04,01:01,42,1,79,73,19,0,10,-37,F#/G♭ Major,4,-,7nfUXl667UZT3VKk1Zm16G,"mage tears",2B,,https://i.scdn.co/image/ab67616d00004851c6c3f3ee2f532006d00e5e87
88,"Try Not to Destroy Everything You Love","An Autumn for Crippled Children",35,90,"atmospheric black metal, avant-garde black metal, blackgaze, dutch black metal, emotional black metal","Metal","Try Not to Destroy Everything you Love",2013-11-19,05:28,45,65,1,88,24,0,40,-6,G Minor,4,-,06gtGZeU02y1NXQUY6E2em,"ATMF",6A,https://p.scdn.co/mp3-preview/140de6920c300af0bbef468cbc4474d8890faaa6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851d4290bdd0a6883a55dcc8025
89,"drive ME crazy!","Lil Yachty",77,107,"atl hip hop, melodic rap, rap, trap","Hip Hop","Let’s Start Here.",2023-01-27,03:49,49,81,21,0,48,0,30,-4,A#/B♭ Minor,4,-,6luBKkFUt5wTwz7hpLhp12,"Quality Control Music/Motown Records",3A,,https://i.scdn.co/image/ab67616d000048516f578b21bce56056473da7e6
90,"Self-Destruct","Origami Angel",49,180,"5th wave emo, alternative emo, diy emo, indie punk","Rock","GAMI GANG",2021-04-30,03:00,43,94,0,0,39,10,10,-5,F Major,4,-,03i4WqxWormLKeXQP7eZPi,"Counter Intuitive Records LLC",7B,https://p.scdn.co/mp3-preview/801ecc59df3974af1bd819664d15e45605c8049f?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cb52ad10ec66268e5dca73f1
91,"No One Else But You","The Eptones,Jox",26,82,"souldies, ","R&B","A Love That’s Real / No One Else But You",1967-01-01,02:58,46,67,35,0,48,0,30,-7,A Major,4,-,4FkyurWrLVtpralDSOsvDP,"Numero Group",11B,https://p.scdn.co/mp3-preview/75390a125b371a911bf1c860bf7809f0768d4b61?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048515db6de342ec8d0615a8d9f0a
92,"The Background Static of Perpetual Discontent","Lord Snow",16,181,"emoviolence, skramz","Metal","Solitude",2013-09-19,02:14,7,100,0,53,3,40,80,-5,G#/A♭ Major,4,-,6QxJFZp5AKL8coOoEYzFtu,"Adagio830",4B,https://p.scdn.co/mp3-preview/a0a19b9bb30126af61fc8add0ec0161762d5cad9?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ed645e7c4efe3a7b53b38a21
93,"See you again - 電影 “聲之形” 主題曲","Leah Dou",37,120,"chinese indie, chinese indie pop","Pop","See you again (電影 “聲之形” 主題曲)",2017-09-05,04:33,52,24,95,1,4,0,10,-12,D Minor,4,-,0JXPxxcmJFZeZQdPVgisLg,"GREY WATERS LTD.",7A,https://p.scdn.co/mp3-preview/2ed639b31314969c6580471cda1b0e584a5544f6?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c2abad8b354ae49ec0f8b17f
94,"Noah Fence","Origami Angel",43,100,"5th wave emo, alternative emo, diy emo, indie punk","Rock","GAMI GANG",2021-04-30,03:14,56,96,0,0,50,0,10,-3,C♯/D♭ Major,4,-,38hxLBsdnpJn4Zhcnv3oky,"Counter Intuitive Records LLC",3B,https://p.scdn.co/mp3-preview/89e635967751c9e8bb594e9595f8dfc80d06a59d?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851cb52ad10ec66268e5dca73f1
95,"Twin","Ouri",39,85,"electra, montreal indie","Pop","Twin",2023-03-22,02:44,46,23,89,0,40,0,10,-14,D Major,4,-,7eNB1CxbNWiBVZwzXAJqgW,"Born Twice",10B,https://p.scdn.co/mp3-preview/9e3b192b55e26498d9316f09317866e55146a861?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485115e894a98f50d079d5487676
96,"FLASH CASANOVA","Yabujin",53,143,"cloud rap","Hip Hop","FLASH CASANOVA",2020-11-24,02:43,42,72,1,0,41,10,0,-10,C♯/D♭ Major,4,-,1eVKXx90AtQkgG8H9MXCpN,"Dismiss Yourself",3B,https://p.scdn.co/mp3-preview/baa434c1756450ed7d90cf60ff8248d9d604fa0e?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485157da87423abd20f2e22265e7
97,"Sinceramente","Sérgio Sampaio",51,92,"bossa nova, brazilian indie, mpb, samba, velha guarda","Jazz, Latin","Sinceramente",2014-01-01,01:18,71,25,94,0,85,0,10,-11,E Minor,4,-,5vKWTvjyaY13wJS2IPMZAq,"SARAVÁ DISCOS",9A,https://p.scdn.co/mp3-preview/2e6b4f522e4299de16e1ac2d51c729f0d6c4229a?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d000048517f15699c5871474f4051e738
98,"24 Hr Drive-Thru","Origami Angel",52,155,"5th wave emo, alternative emo, diy emo, indie punk","Rock","Somewhere City",2019-11-15,02:44,57,96,2,0,26,10,30,-4,G#/A♭ Major,4,-,0ZwS03v4euiMztP9xDLgoO,"Counter Intuitive Records LLC",4B,https://p.scdn.co/mp3-preview/9da1fd08728b20e56e4bad75ba267a7e908d772c?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851c5547296da4279c0f3a93cc9
99,"If I Ain't Got You","Alicia Keys",84,118,"neo soul, pop, r&b","R&B, Pop","The Diary Of Alicia Keys",2003-12-02,03:48,61,44,60,0,17,10,10,-9,G Major,3,-,3XVBdLihbNbxUwZosxcGuJ,"J Records",9B,https://p.scdn.co/mp3-preview/2d1fd54c4a4147b43e1eb79c00380e36818a2546?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d0000485156ff19308ebeb48e2ba6094b
100,"Solitude","Lord Snow",20,85,"emoviolence, skramz","Metal","Solitude",2013-09-19,05:12,16,99,0,9,9,30,40,-5,A Minor,4,-,6afLHiP6V0vSatAIxZnIWB,"Adagio830",8A,https://p.scdn.co/mp3-preview/79a0bdf714f00db77816990ab669ab8a5df297ab?cid=0dd13485836e45ac9134860ee53d835f,https://i.scdn.co/image/ab67616d00004851ed645e7c4efe3a7b53b38a21
